branch,yyyymm,main_category,secondary_category,secondary_department,pdf_val,csv_val,diff_pdf_csv,is_equal,is_large_diff,invest_result,差分の許容,real_pdf_val,diff_include_ok
福岡支店,202511,営業経費,本年実績,硝子樹脂計,24046,,,,,,,,-24046
福岡支店,202511,営業経費,本年実績,GSセンター,977,,,,,,,,-977
福岡支店,202511,営業経費,本年実績,福北センター,7763,,,,,,,,-7763
福岡支店,202511,営業利益,本年目標,福岡支店計,14593,,,,,,,,-14593
福岡支店,202511,営業利益,本年目標,工事部計,7050,,,,,,,,-7050
福岡支店,202511,営業利益,本年目標,硝子樹脂計,8111,,,,,,,,-8111
福岡支店,202511,営業利益,本年目標,GSセンター,-433,,,,,,,,433
福岡支店,202511,営業利益,本年目標,福北センター,-135,,,,,,,,135
福岡支店,202511,営業利益,本年実績,福岡支店計,10869,,,,,,,,-10869
福岡支店,202511,営業利益,本年実績,工事部計,7992,,,,,,,,-7992
福岡支店,202511,営業利益,本年実績,硝子樹脂計,4008,,,,,,,,-4008
福岡支店,202511,営業利益,本年実績,GSセンター,-477,,,,,,,,477
福岡支店,202511,営業利益,本年実績,福北センター,-654,,,,,,,,654
福岡支店,202511,その他損益,本店管理費,福岡支店計,4333,,,,,,,,-4333
福岡支店,202511,その他損益,本店管理費,工事部計,2126,,,,,,,,-2126
福岡支店,202511,その他損益,本店管理費,硝子樹脂計,2207,,,,,,,,-2207
福岡支店,202511,経常利益,目標経常利益,福岡支店計,5470,,,,,,,,-5470
福岡支店,202511,経常利益,目標経常利益,工事部計,2283,,,,,,,,-2283
福岡支店,202511,経常利益,目標経常利益,硝子樹脂計,3635,,,,,,,,-3635
福岡支店,202511,経常利益,目標経常利益,GSセンター,-413,,,,,,,,413
福岡支店,202511,経常利益,目標経常利益,福北センター,-35,,,,,,,,35
福岡支店,202511,経常利益,当月経常利益,福岡支店計,2064,,,,,,,,-2064
福岡支店,202511,経常利益,当月経常利益,工事部計,3316,,,,,,,,-3316
福岡支店,202511,経常利益,当月経常利益,硝子樹脂計,-202,,,,,,,,202
福岡支店,202511,経常利益,当月経常利益,GSセンター,-472,,,,,,,,472
福岡支店,202511,経常利益,当月経常利益,福北センター,-578,,,,,,,,578
